student_id,quiz_scores,time_spent,reading_volume,peer_comparison,past_performance_trend,performance_label
3154,77,171,261,1.19,0.93,At
3155,99,154,526,1.06,0.77,At
3156,46,141,332,0.87,0.47,Below
3157,44,113,783,0.54,0.59,Below
3158,82,172,789,0.87,0.38,At
3159,84,125,388,1.0,0.69,At
3160,97,62,555,0.71,0.85,At
3161,96,174,270,0.67,0.41,Below
3162,90,181,462,1.01,0.87,At
3163,70,187,505,1.09,1.1,At
3164,62,170,757,0.74,0.6,Below
3165,81,76,423,1.09,0.5,At
3166,49,141,527,1.4,1.1,Below
3167,71,173,787,0.97,0.92,At
3168,82,72,273,1.36,0.39,At
3169,92,37,710,1.43,0.67,Below
3170,69,32,341,0.59,0.91,Below
3171,78,154,784,0.6,0.82,Below
3172,70,41,301,0.98,0.86,Below
3173,57,113,780,1.09,0.81,Below
3174,75,45,264,0.93,1.02,Below
3175,41,107,392,0.83,0.59,Below
3176,53,88,261,1.14,0.94,Below
3177,52,92,731,0.5,1.19,Below
3178,68,78,440,1.47,0.65,At
3179,51,80,609,0.73,1.01,Below
3180,78,62,499,1.42,0.52,At
3181,41,59,394,0.61,0.55,Below
3182,71,105,653,0.74,1.14,At
3183,52,44,773,0.73,0.32,Below
3184,85,111,500,1.5,0.5,At
3185,66,121,655,0.5,0.73,Below
3186,88,52,401,1.14,0.66,At
3187,80,123,501,1.37,0.87,At
3188,56,74,536,1.17,0.47,Below
3189,79,91,231,0.86,0.36,At
3190,70,44,297,1.46,0.63,Below
3191,73,75,390,1.39,0.77,At
3192,99,93,740,0.93,0.81,At
3193,63,104,247,1.07,0.84,Below
3194,84,186,449,1.47,0.79,At
3195,74,81,425,1.48,0.52,At
3196,87,117,471,0.95,0.99,At
3197,45,86,684,1.35,0.38,Below
3198,58,112,527,0.8,0.48,Below
3199,69,95,379,0.87,0.97,At
3200,46,179,222,0.66,0.55,Below
3201,49,49,569,0.71,0.74,Below
3202,80,62,444,1.16,0.59,At
3203,71,101,359,1.01,0.76,At
3204,73,54,572,0.73,0.61,At
3205,67,75,484,0.9,1.19,At
3206,99,102,720,0.87,0.62,At
3207,54,127,649,1.49,0.86,Below
3208,69,86,780,1.35,1.1,At
3209,76,116,335,0.89,0.87,At
3210,68,162,295,1.41,0.81,At
3211,61,84,318,0.84,0.81,Below
3212,43,90,573,1.17,0.75,Below
3213,59,118,473,1.47,1.03,Below
3214,71,37,376,0.89,0.35,Below
3215,75,45,476,1.18,1.1,Below
3216,89,145,337,0.8,0.83,At
3217,43,90,331,0.77,1.06,Below
3218,66,44,243,1.07,0.31,Below
3219,56,179,322,1.48,1.08,Below
3220,51,160,335,0.95,0.41,Below
3221,61,131,566,1.44,0.95,Below
3222,56,83,572,1.41,0.67,Below
3223,49,43,325,0.75,0.91,Below
3224,93,65,638,0.9,0.87,At
3225,40,134,775,1.14,0.45,Below
3226,61,111,250,1.02,0.76,Below
3227,65,96,336,0.6,0.55,Below
3228,95,39,357,1.49,0.8,Below
3229,98,78,255,1.25,0.96,At
3230,57,140,792,0.94,0.37,Below
3231,89,94,627,1.12,0.76,At
3232,53,86,642,0.59,0.86,Below
3233,86,56,525,1.0,0.57,At
3234,68,142,279,1.43,1.16,At
3235,51,162,673,1.4,0.77,Below
3236,75,100,576,0.84,0.46,At
3237,98,112,532,1.03,0.4,At
3238,74,86,374,1.2,0.79,At
3239,91,149,640,0.84,0.64,At
3240,51,122,325,0.56,0.47,Below
3241,46,44,418,1.01,0.33,Below
3242,68,140,477,1.1,0.81,At
3243,50,130,684,0.51,0.84,Below
3244,72,148,794,0.6,0.43,Below
3245,45,105,340,0.71,0.84,Below
3246,86,187,309,0.85,1.16,At
3247,54,49,251,1.04,1.18,Below
3248,71,194,518,0.79,1.1,At
3249,90,160,398,0.78,1.03,At
3250,50,102,245,1.37,0.49,Below
3251,97,151,704,0.65,0.44,Below
3252,62,70,739,1.0,0.7,Below
3253,65,196,713,1.45,0.86,At
3254,73,183,216,1.13,1.07,At
3255,85,159,514,1.22,0.51,At
3256,73,52,635,0.93,0.73,At
3257,68,52,587,0.52,0.88,Below
3258,43,173,276,1.15,0.7,Below
3259,56,38,570,1.13,0.71,Below
3260,74,42,364,0.61,0.5,Below
3261,52,185,223,0.96,1.19,Below
3262,80,184,234,1.42,0.73,At
3263,78,80,713,0.71,0.78,At
3264,54,93,660,0.96,0.5,Below
3265,94,81,337,0.96,0.76,At
3266,68,67,773,1.31,0.53,At
3267,68,129,770,1.32,0.48,At
3268,50,175,464,1.26,0.55,Below
3269,91,80,532,0.87,0.3,At
3270,71,166,387,0.57,0.81,Below
3271,41,170,262,0.85,0.65,Below
3272,86,197,478,1.18,1.11,Above
3273,53,84,741,1.2,0.34,Below
3274,59,138,370,1.47,0.34,Below
3275,61,73,702,0.95,1.1,Below
3276,50,139,732,1.13,0.41,Below
3277,66,190,498,1.04,0.3,At
3278,42,181,400,0.65,0.46,Below
3279,56,193,334,0.96,1.04,Below
3280,83,157,471,1.04,1.02,At
3281,95,134,734,1.45,0.61,At
3282,67,39,641,0.87,0.9,Below
3283,68,129,286,1.48,0.76,At
3284,60,177,230,1.04,1.11,Below
3285,86,138,320,0.74,0.35,At
3286,55,137,268,0.69,1.03,Below
3287,76,169,695,0.64,0.45,Below
3288,98,175,345,0.95,0.65,At
3289,59,123,532,0.52,0.47,Below
3290,45,92,680,0.95,0.93,Below
3291,58,113,462,1.49,0.91,Below
3292,96,54,492,1.17,0.79,At
3293,44,41,628,1.26,0.93,Below
3294,42,178,285,0.62,0.88,Below
3295,98,54,215,0.97,1.0,At
3296,40,40,317,0.79,0.52,Below
3297,97,93,469,1.39,0.69,At
3298,99,155,594,0.68,0.44,Below
3299,77,79,361,0.96,0.69,At
3300,54,118,303,1.09,0.93,Below
3301,73,128,366,1.01,0.92,At
3302,74,145,499,1.33,0.94,At
3303,88,125,227,0.73,0.58,At
3304,64,43,623,0.88,0.9,Below
3305,63,30,761,1.29,0.63,Below
3306,51,54,355,1.03,1.15,Below
3307,57,101,523,0.9,0.61,Below
3308,54,98,547,0.53,0.84,Below
3309,83,162,320,1.25,0.98,At
3310,55,134,727,1.47,1.12,Below
3311,66,176,760,1.12,0.69,At
3312,47,52,363,1.36,0.62,Below
3313,99,38,261,1.02,0.69,Below
3314,85,147,539,0.73,0.59,At
3315,64,123,511,0.51,0.89,Below
3316,56,173,575,1.15,1.14,Below
3317,68,62,545,0.99,0.41,At
3318,92,159,349,1.28,0.8,At
3319,47,43,784,1.19,1.11,Below
3320,54,30,780,1.49,0.39,Below
3321,66,119,376,1.01,0.74,At
3322,85,118,553,0.93,1.08,At
3323,89,173,713,0.79,1.11,At
3324,91,119,508,0.98,0.76,At
3325,46,43,318,1.37,0.32,Below
3326,42,181,718,0.54,0.4,Below
3327,68,140,677,1.48,0.83,At
3328,83,172,613,1.49,0.41,At
3329,92,112,786,1.1,0.43,At
3330,63,101,550,0.83,0.99,Below
3331,99,191,705,0.72,0.98,At
3332,97,159,394,0.78,1.06,At
3333,42,56,386,0.55,0.4,Below
3334,59,103,649,0.98,0.48,Below
3335,85,128,695,0.56,1.05,Below
3336,54,101,714,1.22,0.95,Below
3337,64,52,472,0.87,1.03,Below
3338,69,97,251,0.7,1.19,At
3339,53,171,462,1.04,1.08,Below
3340,46,146,567,1.47,0.77,Below
3341,56,135,332,1.2,0.58,Below
3342,83,122,424,0.99,0.81,At
3343,59,94,509,1.28,0.87,Below
3344,75,97,772,1.24,0.6,At
3345,48,157,215,1.39,0.99,Below
3346,77,92,394,0.7,0.38,At
3347,87,142,642,1.36,1.0,Above
3348,96,119,502,0.8,0.33,At
3349,99,110,247,1.44,0.75,At
3350,61,132,320,0.78,1.08,Below
3351,93,189,698,1.43,0.38,At
3352,92,145,761,1.46,0.77,At
3353,92,42,668,0.65,0.44,Below
3354,41,153,240,1.47,1.11,Below
3355,63,176,655,0.59,1.05,Below
3356,47,181,733,0.72,1.14,Below
3357,50,117,570,0.94,1.09,Below
3358,52,40,381,1.49,0.96,Below
3359,56,44,716,0.99,0.47,Below
3360,47,39,789,1.05,0.57,Below
3361,60,70,430,1.19,0.75,Below
3362,57,184,547,1.47,0.83,Below
3363,69,102,678,1.28,1.0,At
3364,57,81,408,0.72,0.5,Below
3365,85,157,477,0.8,0.42,At
3366,86,57,252,0.6,0.73,Below
3367,70,94,209,1.14,0.44,At
3368,77,46,663,0.68,0.92,Below
3369,71,124,782,0.76,0.82,At
3370,50,167,357,1.39,0.97,Below
3371,84,92,218,0.83,0.36,At
3372,64,67,254,1.07,1.17,Below
3373,72,99,220,0.9,0.3,At
3374,99,133,481,0.57,0.59,Below
3375,77,82,739,0.86,0.91,At
3376,80,148,616,0.91,0.34,At
3377,47,103,484,1.4,0.38,Below
3378,50,83,731,0.82,0.37,Below
3379,61,49,731,0.88,0.82,Below
3380,90,108,710,1.28,1.11,Above
3381,63,60,595,1.26,0.8,Below
3382,80,164,319,1.3,0.84,At
3383,56,87,296,1.45,0.61,Below
3384,51,134,319,1.3,0.32,Below
3385,96,39,736,0.91,0.32,Below
3386,85,39,352,1.32,1.1,Below
3387,71,68,444,1.01,0.39,At
3388,54,185,715,0.78,1.2,Below
3389,55,187,592,0.8,0.45,Below
3390,93,66,342,0.72,0.91,At
3391,61,148,703,0.64,1.15,Below
3392,67,96,419,0.68,0.63,Below
3393,59,72,359,0.56,0.96,Below
3394,72,81,275,1.39,0.62,At
3395,49,130,231,1.43,0.57,Below
3396,79,85,533,1.09,0.48,At
3397,71,105,724,1.34,1.04,At
3398,89,97,639,0.68,0.53,Below
3399,99,166,551,1.4,0.55,At
3400,72,135,538,1.01,1.2,At
3401,41,154,599,0.57,0.59,Below
3402,72,121,595,0.64,0.68,Below
3403,72,52,401,0.81,1.19,At
3404,80,138,729,0.54,0.63,Below
3405,52,90,292,0.81,0.63,Below
3406,69,197,557,0.56,1.04,Below
3407,72,73,595,0.74,0.58,At
3408,52,181,259,0.77,0.51,Below
3409,91,190,676,1.49,0.68,At
3410,65,45,200,0.74,0.93,Below
3411,61,51,754,0.74,0.34,Below
3412,78,86,510,1.19,0.64,At
3413,41,91,367,1.36,0.61,Below
3414,77,136,391,0.89,0.52,At
3415,78,100,233,1.38,0.89,At
3416,65,119,233,0.84,0.56,At
3417,85,101,616,0.7,0.85,At
3418,97,99,357,0.83,0.75,At
3419,89,59,699,1.11,0.5,At
3420,54,132,565,0.87,0.54,Below
3421,73,180,539,1.17,0.45,At
3422,81,61,534,0.74,0.35,At
3423,94,115,782,1.2,0.86,At
3424,83,86,526,0.85,0.91,At
3425,88,138,313,0.96,0.45,At
3426,79,38,617,1.06,0.85,Below
3427,50,60,667,1.19,1.18,Below
3428,42,100,342,0.74,0.37,Below
3429,98,166,508,1.34,0.74,At
3430,45,42,600,1.22,0.96,Below
3431,48,160,519,0.73,0.34,Below
3432,45,64,411,1.47,1.0,Below
3433,48,50,516,1.16,1.18,Below
3434,78,93,384,0.95,0.38,At
3435,70,124,404,0.66,1.04,Below
3436,71,63,563,1.03,0.64,At
3437,80,150,415,0.66,0.43,Below
3438,89,192,445,0.93,0.74,At
3439,51,44,438,0.91,0.36,Below
3440,47,149,590,1.22,0.77,Below
3441,47,125,719,0.69,0.32,Below
3442,89,35,789,1.32,0.96,Below
3443,67,138,476,0.83,0.74,At
3444,59,126,401,0.94,0.71,Below
3445,86,61,413,1.27,0.48,At
3446,98,112,677,1.13,0.63,At
3447,46,185,707,0.81,0.46,Below
3448,50,147,274,0.89,0.96,Below
3449,59,108,341,0.81,0.48,Below
3450,55,107,789,1.09,0.86,Below
3451,43,176,521,0.83,0.55,Below
3452,45,136,660,1.23,0.89,Below
3453,97,155,345,1.08,0.79,At
3454,61,44,253,0.65,0.68,Below
3455,65,163,555,0.81,0.91,At
3456,42,102,476,0.72,0.67,Below
3457,80,130,794,0.89,1.04,At
3458,99,127,599,1.02,0.96,Above
3459,81,195,715,1.01,0.79,At
3460,53,55,698,1.25,1.09,Below
3461,50,121,510,0.69,1.05,Below
3462,57,154,470,1.45,0.78,Below
3463,93,102,775,0.84,0.36,At
3464,51,152,648,0.8,0.81,Below
3465,62,82,311,1.19,0.62,Below
3466,51,107,438,1.31,0.79,Below
3467,52,121,343,0.88,0.88,Below
3468,64,117,573,1.25,0.88,Below
3469,84,42,219,1.38,0.91,Below
3470,90,72,775,1.27,0.91,At
3471,97,105,488,0.53,0.4,Below
3472,58,80,792,1.33,0.47,Below
3473,94,48,396,1.27,0.87,Below
3474,85,178,581,1.17,0.67,At
3475,75,151,780,1.26,0.99,At
3476,84,53,691,1.48,0.41,At
3477,47,55,363,0.93,0.47,Below
3478,68,185,448,0.57,0.8,Below
3479,94,149,267,0.96,0.75,At
3480,92,111,220,0.55,0.54,Below
3481,94,129,711,0.79,0.67,At
3482,71,186,796,1.09,0.33,At
3483,90,46,589,0.81,0.33,Below
3484,83,97,735,1.19,0.39,At
3485,57,73,310,1.32,0.82,Below
3486,45,90,794,0.92,1.08,Below
3487,57,152,659,1.4,0.53,Below
3488,58,122,277,0.58,0.33,Below
3489,61,103,633,1.34,0.94,Below
3490,76,182,579,1.33,1.07,At
3491,71,96,639,0.82,0.42,At
3492,95,140,538,0.8,0.65,At
3493,80,31,623,0.81,0.44,Below
3494,98,118,368,1.31,0.4,At
3495,42,55,461,1.33,0.88,Below
3496,67,128,778,0.83,1.17,At
3497,49,56,428,1.09,0.91,Below
3498,90,118,360,0.64,1.19,Below
3499,74,175,626,0.97,0.69,At
3500,68,30,321,1.5,1.11,Below
3501,93,132,348,0.66,0.48,Below
3502,54,160,310,1.45,0.41,Below
3503,72,70,420,1.32,0.93,At
3504,46,194,263,1.47,0.63,Below
3505,51,80,553,0.68,0.59,Below
3506,88,44,673,0.71,0.9,Below
3507,69,37,684,0.52,0.6,Below
3508,60,67,212,1.22,0.82,Below
3509,70,143,352,1.14,0.57,At
3510,97,112,438,0.68,1.01,Below
3511,63,85,389,1.29,0.58,Below
3512,59,132,285,0.8,0.78,Below
3513,76,167,220,0.63,0.32,Below
3514,43,131,518,0.92,1.01,Below
3515,67,107,357,0.59,0.86,Below
3516,83,198,680,0.76,0.47,At
3517,59,112,275,0.87,0.49,Below
3518,99,59,528,1.35,0.54,At
3519,63,34,615,1.29,0.82,Below
3520,89,148,402,0.94,0.79,At
3521,88,60,428,1.22,0.55,At
3522,90,52,351,1.07,0.92,At
3523,71,77,271,0.84,1.1,At
3524,80,138,424,1.23,0.34,At
3525,75,69,672,1.18,0.68,At
3526,97,35,559,1.12,0.83,Below
3527,92,67,739,1.12,0.83,At
3528,73,198,245,1.18,0.32,At
3529,75,129,200,0.88,0.49,At
3530,41,56,444,1.37,0.36,Below
3531,54,98,418,0.66,0.81,Below
3532,73,86,490,1.38,0.88,At
3533,75,46,657,0.84,0.44,Below
3534,45,100,403,0.63,0.6,Below
3535,78,76,401,1.1,0.6,At
3536,81,108,765,0.88,1.04,At
3537,90,139,681,1.32,0.48,At
3538,90,42,710,0.93,0.79,Below
3539,97,168,477,1.17,1.0,Above
3540,93,153,215,0.81,1.05,At
3541,51,138,724,0.71,0.9,Below
3542,42,119,555,0.89,0.57,Below
3543,84,115,555,1.11,1.04,At
3544,57,121,798,1.16,0.97,Below
3545,79,53,277,1.08,0.93,At
3546,60,102,266,1.49,0.36,Below
3547,54,33,413,1.19,0.34,Below
3548,72,142,648,1.43,0.93,At
3549,74,75,632,0.62,1.15,Below
3550,65,47,744,0.56,1.0,Below
3551,47,72,314,0.81,1.05,Below
3552,75,190,619,0.64,0.79,Below
3553,87,122,698,1.03,0.57,At
3554,69,132,579,1.02,0.91,At
3555,62,153,342,1.08,0.94,Below
3556,81,39,223,1.25,0.91,Below
3557,83,102,738,1.47,1.15,At
3558,53,60,274,1.38,0.63,Below
3559,53,185,734,0.62,0.34,Below
3560,41,89,240,0.84,1.12,Below
3561,94,160,767,0.76,0.44,At
3562,76,147,612,0.68,0.93,Below
3563,44,43,614,1.04,1.09,Below
3564,77,172,648,1.05,0.58,At
3565,84,31,635,0.73,1.05,Below
3566,80,53,751,1.21,0.6,At
3567,93,93,438,1.23,1.01,At
3568,99,129,241,0.52,0.36,Below
3569,86,143,209,0.9,0.89,At
3570,53,53,464,1.39,0.91,Below
3571,95,184,780,1.02,0.74,At
3572,78,194,644,0.85,0.92,At
3573,64,120,338,0.75,1.13,Below
3574,59,196,395,0.74,0.96,Below
3575,41,55,273,0.6,1.17,Below
3576,78,94,424,1.32,0.7,At
3577,45,149,301,0.59,0.78,Below
3578,56,33,463,0.79,0.54,Below
3579,98,186,360,0.55,1.19,Below
3580,64,30,432,1.28,0.35,Below
3581,96,79,690,0.54,0.62,Below
3582,67,139,510,0.81,0.57,At
3583,41,168,426,1.07,0.65,Below
3584,74,103,472,0.91,1.13,At
3585,76,91,516,0.78,0.63,At
3586,44,110,285,0.78,1.13,Below
3587,40,193,490,1.3,0.68,Below
3588,79,85,668,1.47,1.07,At
3589,51,140,777,0.85,0.77,Below
3590,95,50,603,0.54,0.58,Below
3591,75,170,626,0.54,0.7,Below
3592,84,38,574,1.26,0.68,Below
3593,62,168,766,1.05,0.53,Below
3594,86,99,451,1.28,0.56,At
3595,70,158,732,1.2,0.47,At
3596,50,147,506,1.41,0.6,Below
3597,49,85,629,1.39,0.86,Below
3598,42,60,463,1.29,0.65,Below
3599,93,66,267,0.98,0.94,At
3600,53,120,306,0.81,1.19,Below
3601,55,143,599,1.01,0.64,Below
3602,49,157,778,1.0,0.72,Below
3603,68,151,398,1.11,0.45,At
3604,49,98,391,0.69,0.65,Below
3605,51,65,713,1.16,0.95,Below
3606,69,61,641,0.96,0.5,At
3607,80,93,200,1.12,0.46,At
3608,40,199,557,0.74,0.64,Below
3609,44,77,314,0.93,1.04,Below
3610,59,110,799,0.71,0.86,Below
3611,47,187,396,1.38,1.16,Below
3612,82,178,473,0.99,1.11,At
3613,51,89,359,0.72,0.44,Below
3614,40,170,372,0.54,0.34,Below
3615,96,30,744,1.18,0.66,Below
3616,93,94,657,0.71,0.77,At
3617,59,62,784,1.49,0.76,Below
3618,67,67,632,1.03,0.42,At
3619,96,54,680,0.79,0.41,At
3620,82,183,654,1.16,0.34,At
3621,76,88,395,0.78,1.07,At
3622,86,190,798,1.32,1.15,Above
3623,76,130,508,0.81,0.4,At
3624,51,156,755,1.49,0.49,Below
3625,76,70,693,1.11,0.38,At
3626,88,187,638,1.34,1.09,Above
3627,88,86,558,0.57,1.16,Below
3628,95,77,235,0.85,0.54,At
3629,83,101,233,1.24,0.57,At
3630,95,85,287,1.16,0.63,At
3631,67,94,215,0.69,0.75,Below
3632,86,41,620,0.86,0.91,Below
3633,54,98,752,0.76,0.75,Below
3634,45,163,325,1.11,1.16,Below
3635,83,118,207,0.84,0.39,At
3636,98,54,671,0.81,1.02,At
3637,59,30,667,0.71,0.6,Below
3638,89,189,709,0.91,0.64,At
3639,53,160,601,0.7,0.94,Below
3640,41,78,375,1.46,1.14,Below
3641,48,176,566,0.65,0.94,Below
3642,76,89,687,1.41,1.0,At
3643,59,186,217,0.93,0.98,Below
3644,65,31,255,0.88,0.59,Below
3645,68,102,234,0.73,0.98,At
3646,40,174,772,1.14,1.01,Below
3647,94,139,799,1.19,0.78,At
3648,74,193,546,0.97,0.78,At
3649,45,90,231,0.56,0.98,Below
3650,76,46,332,1.42,1.04,Below
3651,92,78,775,1.48,0.6,At
3652,98,105,398,0.93,1.02,At
3653,44,177,455,1.11,1.03,Below
3654,72,160,541,0.95,0.51,At
3655,88,72,430,0.82,0.95,At
3656,90,86,500,0.58,0.47,Below
3657,53,79,746,0.96,0.38,Below
3658,51,66,225,1.32,0.82,Below
3659,81,75,734,0.52,1.12,Below
3660,59,199,673,1.08,0.33,Below
3661,92,44,586,1.38,1.04,Below
3662,89,190,484,0.72,0.76,At
3663,63,109,649,0.68,1.07,Below
3664,98,168,519,1.27,1.06,Above
3665,82,177,355,0.76,1.09,At
3666,73,53,670,0.69,0.99,Below
3667,64,154,619,0.88,1.06,Below
3668,89,147,312,0.89,0.46,At
3669,68,109,621,1.37,0.57,At
3670,96,123,797,1.12,0.52,At
3671,78,94,484,0.91,0.97,At
3672,70,117,771,1.03,0.44,At
3673,95,117,253,1.45,0.46,At
3674,86,174,524,0.61,1.09,Below
3675,82,155,657,0.71,0.94,At
3676,89,118,464,1.46,1.09,Above
3677,62,90,581,1.46,0.43,Below
3678,83,44,412,0.68,0.66,Below
3679,77,123,532,0.65,0.55,Below
3680,59,80,209,0.92,0.31,Below
3681,62,56,557,0.55,0.56,Below
3682,84,103,402,1.15,0.64,At
3683,91,90,257,0.58,0.38,Below
3684,55,60,693,0.56,0.81,Below
3685,89,41,709,0.99,0.64,Below
3686,81,75,422,1.46,0.34,At
3687,99,188,568,0.93,0.93,At
3688,94,61,617,0.86,0.96,At
3689,47,189,746,1.5,1.05,Below
3690,89,90,302,1.03,0.74,At
3691,60,75,360,0.88,1.17,Below
3692,40,114,399,0.89,1.12,Below
3693,94,109,359,0.69,0.8,Below
3694,47,164,335,1.01,0.7,Below
3695,68,33,597,0.94,0.3,Below
3696,71,81,591,0.77,0.94,At
3697,77,188,305,0.66,0.81,Below
3698,44,141,782,0.81,1.14,Below
3699,86,65,788,1.01,0.83,At
3700,61,83,253,0.56,1.19,Below
3701,86,148,476,0.65,1.07,Below
3702,73,156,310,1.45,1.16,At
3703,40,46,423,1.04,0.59,Below
3704,94,104,274,0.56,0.43,Below
3705,94,187,705,1.19,1.02,Above
3706,65,134,213,0.56,1.01,Below
3707,82,179,681,1.24,0.49,At
3708,49,146,388,1.25,0.99,Below
3709,69,72,563,1.15,0.82,At
3710,89,141,438,1.23,0.4,At
3711,57,144,600,0.59,0.75,Below
3712,56,56,503,1.23,1.14,Below
3713,65,66,290,0.64,0.76,Below
3714,47,75,591,0.84,1.01,Below
3715,86,142,383,1.44,0.33,At
3716,79,64,216,1.0,0.96,At
3717,88,161,211,1.47,1.15,Above
3718,51,109,365,0.59,0.75,Below
3719,66,109,345,0.98,0.6,At
3720,47,183,481,0.56,0.88,Below
3721,64,150,748,1.13,1.12,Below
3722,85,176,781,0.58,0.46,Below
3723,43,151,368,0.68,0.66,Below
3724,72,110,369,0.76,0.44,At
3725,40,183,545,1.25,0.75,Below
3726,58,179,698,0.66,0.79,Below
3727,70,148,659,1.35,1.15,At
3728,55,87,496,0.63,0.67,Below
3729,53,92,341,0.54,0.81,Below
3730,92,185,252,0.9,1.1,At
3731,87,129,317,1.48,0.59,At
3732,44,194,564,0.61,0.91,Below
3733,80,95,335,0.6,0.98,Below
3734,65,174,613,1.25,0.6,At
3735,67,197,276,0.81,0.45,At
3736,41,195,756,1.22,0.75,Below
3737,89,114,217,0.7,0.62,At
3738,45,166,602,0.96,0.54,Below
3739,48,173,404,0.77,1.18,Below
3740,72,152,698,0.95,0.75,At
3741,80,31,523,1.27,1.07,Below
3742,64,135,794,1.26,0.48,Below
3743,87,137,761,1.02,1.15,Above
3744,52,101,480,1.43,1.01,Below
3745,48,155,365,0.76,1.03,Below
3746,92,199,442,0.74,0.65,At
3747,52,86,678,1.11,0.74,Below
3748,70,110,363,1.12,0.83,At
3749,80,187,523,0.55,1.01,Below
3750,50,170,767,1.11,1.06,Below
3751,43,48,750,0.87,0.37,Below
3752,73,36,407,1.25,1.11,Below
3753,77,166,514,1.31,1.14,At
3754,85,83,503,1.05,0.83,At
3755,43,133,438,0.5,0.47,Below
3756,77,115,423,1.14,1.04,At
3757,58,111,287,1.25,0.79,Below
3758,45,90,736,0.75,1.04,Below
3759,73,116,628,0.96,1.03,At
3760,57,31,419,1.47,0.38,Below
3761,52,60,474,0.8,0.85,Below
3762,80,62,265,0.72,0.73,At
3763,62,109,791,0.71,1.15,Below
3764,58,40,622,1.06,0.57,Below
3765,84,190,454,1.45,0.49,At
3766,50,157,324,1.11,1.11,Below
3767,40,164,345,0.8,0.43,Below
3768,63,157,584,1.14,0.92,Below
3769,93,60,646,1.12,0.57,At
3770,46,155,586,1.1,0.81,Below
3771,64,76,582,0.66,0.85,Below
3772,60,136,476,1.13,0.68,Below
3773,54,48,581,0.93,1.18,Below
3774,40,110,323,0.52,0.42,Below
3775,51,152,466,1.04,0.65,Below
3776,97,163,310,1.49,0.69,At
3777,46,136,580,0.85,0.87,Below
3778,54,78,357,1.47,0.67,Below
3779,60,102,747,0.6,0.39,Below
3780,58,79,798,1.23,1.15,Below
3781,99,110,317,0.61,0.67,Below
3782,68,124,527,0.77,0.61,At
3783,64,41,267,1.07,0.7,Below
3784,72,52,633,1.09,0.49,At
3785,88,83,558,1.28,0.39,At
3786,71,147,642,1.12,0.43,At
3787,88,88,363,1.09,0.45,At
3788,74,193,560,1.41,0.48,At
3789,83,32,784,0.95,0.68,Below
3790,77,87,318,0.73,0.86,At
3791,65,86,394,0.66,0.87,Below
3792,50,174,787,0.9,0.3,Below
3793,74,196,440,1.21,1.13,At
3794,47,119,708,0.54,1.04,Below
3795,85,84,764,0.63,1.17,Below
3796,53,74,341,0.61,0.62,Below
3797,49,30,230,1.09,0.9,Below
3798,41,50,422,0.74,0.45,Below
3799,85,50,465,0.67,1.04,Below
3800,48,81,481,1.09,0.45,Below
3801,42,111,580,1.26,0.59,Below
3802,60,96,755,0.83,0.74,Below
3803,65,142,261,1.08,0.84,At
3804,47,73,720,0.6,0.8,Below
3805,87,189,270,1.44,0.39,At
3806,41,39,735,0.84,0.68,Below
3807,45,93,339,1.5,1.13,Below
3808,67,98,515,1.48,1.09,At
3809,92,97,539,1.28,0.83,At
3810,68,57,789,0.52,0.82,Below
3811,65,145,727,1.04,0.4,At
3812,64,80,740,0.59,0.48,Below
3813,51,33,615,1.4,0.53,Below
3814,44,108,666,1.29,0.74,Below
3815,73,46,574,1.47,0.96,Below
3816,87,137,490,1.11,0.71,At
3817,76,103,242,1.02,0.41,At
3818,54,52,252,1.02,0.7,Below
3819,83,47,431,0.89,0.45,Below
3820,75,158,411,0.97,0.98,At
3821,54,64,207,1.14,0.45,Below
3822,82,93,682,1.43,0.73,At
3823,87,88,241,1.1,0.92,At
3824,62,30,532,1.36,0.51,Below
3825,45,160,432,1.36,0.37,Below
3826,85,96,269,1.02,0.81,At
3827,89,66,215,0.85,0.35,At
3828,83,58,268,1.14,0.83,At
3829,98,118,252,0.95,0.98,At
3830,82,190,578,0.58,0.6,Below
3831,84,129,662,0.88,0.74,At
3832,60,151,726,1.49,1.14,Below
3833,62,119,262,0.55,0.72,Below
3834,82,161,460,1.2,1.2,At
3835,94,43,699,1.34,0.44,Below
3836,55,190,320,1.15,0.94,Below
3837,86,179,439,1.07,0.89,At
3838,92,160,664,1.21,1.09,Above
3839,99,114,306,0.93,0.38,At
3840,54,180,379,0.59,0.55,Below
3841,64,50,215,1.46,0.42,Below
3842,75,55,554,0.93,1.14,At
3843,50,70,508,1.17,0.68,Below
3844,90,151,788,1.03,1.12,Above
3845,54,67,380,0.55,0.56,Below
3846,43,117,373,1.45,0.41,Below
3847,60,40,553,1.29,0.57,Below
3848,52,58,553,0.65,0.84,Below
3849,61,89,418,1.48,1.06,Below
3850,58,90,514,1.24,0.65,Below
3851,73,176,633,0.97,1.12,At
3852,53,51,481,1.11,0.52,Below
3853,43,107,458,0.61,0.92,Below
3854,87,142,758,1.06,0.96,Above
3855,92,152,204,0.57,0.55,Below
3856,91,171,773,1.04,0.32,At
3857,85,73,795,1.05,0.63,At
3858,66,173,593,1.37,0.34,At
3859,68,126,535,1.23,1.11,At
3860,86,106,262,0.75,1.16,At
3861,67,169,243,1.39,0.96,At
3862,74,84,352,1.07,0.95,At
3863,47,80,355,1.11,0.52,Below
3864,55,131,677,0.67,0.37,Below
3865,81,196,474,1.36,1.02,At
